"SEQUENCIAL_CANDIDATO";"SIGLA_UF";"TOTAL_VOTOS"
250000003008;"SP";278
250000003009;"SP";472
250000003010;"SP";130
250000003011;"SP";1044
250000003012;"SP";737
250000003013;"SP";2657
250000003014;"SP";229
250000003015;"SP";129
250000003017;"SP";394
250000003020;"SP";215
250000003021;"SP";145
250000003023;"SP";742
250000003024;"SP";75
250000003026;"SP";289
250000003029;"SP";1233
250000003031;"SP";139
250000003032;"SP";168
250000003035;"SP";269
250000003037;"SP";1531
250000003038;"SP";0
250000003041;"SP";15757
250000003049;"SP";7688
250000003050;"SP";661
250000003051;"SP";5832
250000003052;"SP";243
250000003053;"SP";2162
250000003054;"SP";310
250000003055;"SP";1111
250000003059;"SP";7559
250000003060;"SP";208
250000003062;"SP";3047
250000003063;"SP";472
250000003065;"SP";0
250000003067;"SP";1369
250000003068;"SP";1652
250000003069;"SP";2774
250000003079;"SP";590
250000003081;"SP";150
250000003082;"SP";2610
250000003088;"SP";0
250000003090;"SP";1268
250000003098;"SP";816
250000003100;"SP";1777
250000003110;"SP";1303
250000003111;"SP";4095
250000003112;"SP";2117
250000003113;"SP";87
250000003114;"SP";30307
250000003115;"SP";270
250000003116;"SP";224
250000003130;"SP";992
250000003131;"SP";558
250000003132;"SP";0
250000003138;"SP";35238
250000003139;"SP";7587
250000003140;"SP";249
250000003471;"SP";278
250000003477;"SP";9063
250000003498;"SP";6158
250000003499;"SP";1788
250000003501;"SP";158
250000003502;"SP";134
250000003503;"SP";160
250000003504;"SP";135
250000003506;"SP";322
250000003507;"SP";157
250000003508;"SP";283
250000003509;"SP";494
250000003513;"SP";500
250000003514;"SP";62
250000003515;"SP";79
250000003561;"SP";0
250000003562;"SP";78
250000003564;"SP";616
250000003602;"SP";770
250000003603;"SP";258
250000003606;"SP";1295
250000003607;"SP";359
250000003609;"SP";332
250000003610;"SP";19912
250000003611;"SP";1356
250000003612;"SP";1026
250000003641;"SP";457
250000003643;"SP";168
250000003663;"SP";120
250000003664;"SP";2142
250000003665;"SP";546
250000003669;"SP";4855
250000003670;"SP";257
250000003671;"SP";1053
250000003672;"SP";0
250000003673;"SP";1524
250000003674;"SP";325
250000003675;"SP";1062
250000003676;"SP";171
250000003677;"SP";443
250000003678;"SP";1152
250000003679;"SP";93
250000003680;"SP";1022
250000003681;"SP";1223
250000003682;"SP";362
250000003683;"SP";632
250000003684;"SP";229
250000003686;"SP";824
250000003687;"SP";0
250000003689;"SP";443
250000003690;"SP";183
250000003691;"SP";0
250000003692;"SP";0
250000003693;"SP";329
250000003694;"SP";0
250000003695;"SP";121
250000003696;"SP";0
250000003721;"SP";1437
250000003722;"SP";0
250000003741;"SP";562
250000003744;"SP";17855
250000003746;"SP";2563
250000003748;"SP";1583
250000003774;"SP";480
250000003776;"SP";396
250000003778;"SP";13
250000003781;"SP";621
250000003782;"SP";144
250000003783;"SP";41
250000003784;"SP";0
250000003786;"SP";1976
250000003801;"SP";6646
250000003802;"SP";1677
250000003803;"SP";1134
250000003804;"SP";1055
250000003805;"SP";9297
250000003806;"SP";179
250000003808;"SP";2636
250000003809;"SP";728
250000003811;"SP";1862
250000003818;"SP";54
250000003822;"SP";173
250000003823;"SP";470
250000003828;"SP";0
250000003829;"SP";105
250000003833;"SP";120
250000003834;"SP";52
250000003836;"SP";369
250000003837;"SP";2195
250000003838;"SP";47
250000003841;"SP";63
250000003842;"SP";281
250000003879;"SP";2991
250000003888;"SP";161
250000003892;"SP";850
250000003901;"SP";0
250000003921;"SP";0
250000003924;"SP";0
250000003926;"SP";0
250000003927;"SP";0
250000003928;"SP";90
250000003931;"SP";126
250000003932;"SP";88
250000003938;"SP";351
250000003943;"SP";177
250000003944;"SP";368
250000004006;"SP";2123
250000004026;"SP";49
250000004066;"SP";149
250000004067;"SP";207
250000004068;"SP";535
250000004069;"SP";300
250000004070;"SP";0
250000004080;"SP";2090
250000004090;"SP";1439
250000004126;"SP";0
250000004147;"SP";0
250000004148;"SP";0
250000004166;"SP";0
250000004167;"SP";0
250000004186;"SP";0
250000004187;"SP";0
250000004206;"SP";0
270000000004;"TO";442
270000000014;"TO";44739
270000000015;"TO";53452
270000000016;"TO";13065
270000000017;"TO";527
270000000018;"TO";1169
270000000019;"TO";75934
270000000020;"TO";62859
270000000021;"TO";21466
270000000066;"TO";43270
270000000123;"TO";455
270000000133;"TO";200
270000000135;"TO";67
270000000136;"TO";250
270000000137;"TO";223
270000000139;"TO";462
270000000145;"TO";366
270000000146;"TO";783
270000000282;"TO";10685
270000000283;"TO";37323
270000000284;"TO";29663
270000000285;"TO";7638
270000000286;"TO";25535
270000000287;"TO";41802
270000000288;"TO";806
270000000289;"TO";1786
270000000290;"TO";42935
270000000291;"TO";0
270000000292;"TO";51069
270000000293;"TO";192
270000000294;"TO";6391
270000000295;"TO";599
270000000296;"TO";46119
270000000297;"TO";613
270000000298;"TO";430
270000000299;"TO";267
270000000300;"TO";845
270000000301;"TO";325
270000000302;"TO";7576
270000000303;"TO";589
270000000304;"TO";180
270000000305;"TO";36397
270000000312;"TO";205
270000000329;"TO";218
270000000335;"TO";615
270000000338;"TO";73
270000000339;"TO";289
